"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Grain moisture content - %|CO_321:0001198","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Heading time - Julian date (JD)|CO_321:0001233","Plant height - cm|CO_321:0001301","notes"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272408","2020-927","IL2020-927","plot","310414","SI_Urb_22-5","1","1","5","1","5","test","","","","","11.8","761.22","2302.6","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272037","2020-4869","IL2020-4869","plot","309729","SI_Urb_22-50","1","1","50","2","11","test","","","","","11.7","781.79","6513.57","135","104.14",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301134","IL2021-19718","21-19718","plot","309665","SI_Urb_22-500","1","1","500","17","20","test","","","","","15.4","779.14","6163.59","134","83.82",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299988","IL2021-19215","21-19215","plot","309375","SI_Urb_22-501","1","1","501","17","21","test","","","","","15.2","770.73","6100.94","135","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301055","IL2021-17838","21-17838","plot","309720","SI_Urb_22-502","1","1","502","17","22","test","","","","","15","797.74","6106.73","133","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300795","IL2021-17972","21-17972","plot","309618","SI_Urb_22-503","1","1","503","17","23","test","","","","","15.2","796.99","6547.14","134","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300477","IL2021-19661","21-19661","plot","310163","SI_Urb_22-504","1","1","504","17","24","test","","","","","15.8","766.97","6713.82","133","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299805","IL2021-36549","21-36549","plot","309876","SI_Urb_22-505","1","1","505","17","25","test","","","","","15.6","790.22","5704.93","133","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299326","IL2021-36570","21-36570","plot","309892","SI_Urb_22-506","1","1","506","17","26","test","","","","","15.7","793.8","5885.83","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300228","IL2021-33446","21-33446","plot","310193","SI_Urb_22-507","1","1","507","17","27","test","","","","","14.9","788.95","5597.24","133","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299872","IL2021-33933","21-33933","plot","310292","SI_Urb_22-508","1","1","508","17","28","test","","","","","15.1","805.23","6915.68","134","104.14",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300890","IL2021-33408","21-33408","plot","309118","SI_Urb_22-509","1","1","509","17","29","test","","","","","14.4","764.83","5803.36","132","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272038","2020-4878","IL2020-4878","plot","310494","SI_Urb_22-51","1","1","51","2","10","test","","","","","11.7","786.84","6558.25","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300855","IL2021-19401","21-19401","plot","309423","SI_Urb_22-510","1","1","510","17","30","test","","","","","15.5","768.2","6156.31","135","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300022","IL2021-34245","21-34245","plot","309429","SI_Urb_22-511","1","1","511","18","30","test","","","","","15.6","787.58","6055.08","135","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299881","IL2021-19868","21-19868","plot","310446","SI_Urb_22-512","1","1","512","18","29","test","","","","","15.5","770.83","5352.57","136","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300484","IL2021-20673","21-20673","plot","309216","SI_Urb_22-513","1","1","513","18","28","test","","","","","15","772.85","6467.97","134","106.68",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300578","IL2021-19736","21-19736","plot","309374","SI_Urb_22-514","1","1","514","18","27","test","","","","","15.4","783.08","6172.15","134","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300700","IL2021-36639","21-36639","plot","309796","SI_Urb_22-515","1","1","515","18","26","test","","","","","15.2","790.43","6590.04","134","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300899","IL2021-36725","21-36725","plot","309954","SI_Urb_22-516","1","1","516","18","25","test","","","","","15.3","803.19","6993.66","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299540","IL2021-17857","21-17857","plot","310198","SI_Urb_22-517","1","1","517","18","24","test","","","","","15","791.19","7233.46","133","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299478","IL2021-34203","21-34203","plot","309922","SI_Urb_22-518","1","1","518","18","23","test","","","","","15.2","808.81","5955.06","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300724","IL2021-34101","21-34101","plot","309840","SI_Urb_22-519","1","1","519","18","22","test","","","","","14.7","784.49","5843.44","133","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272040","2020-4907","IL2020-4907","plot","309734","SI_Urb_22-52","1","1","52","2","9","test","","","","","11.8","768.79","5658.34","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300974","IL2021-19438","21-19438","plot","310381","SI_Urb_22-520","1","1","520","18","21","test","","","","","15.5","781.37","5993.85","135","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300217","IL2021-34132","21-34132","plot","310061","SI_Urb_22-521","1","1","521","18","20","test","","","","","15.1","784.25","5377.91","133","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300745","IL2021-17958","21-17958","plot","309490","SI_Urb_22-522","1","1","522","18","19","test","","","","","15","787.26","7052.84","133","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300272","IL2021-36731","21-36731","plot","310268","SI_Urb_22-523","1","1","523","18","18","test","","","","","15.1","785.56","6494.72","135","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300031","IL2021-19545","21-19545","plot","309684","SI_Urb_22-524","1","1","524","18","17","test","","","","","14.4","793.45","6037.23","135","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299392","IL2021-33753","21-33753","plot","310168","SI_Urb_22-525","1","1","525","18","16","test","","","","","14.7","785.79","5247.88","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300853","IL2021-16820","21-16820","plot","309797","SI_Urb_22-526","1","1","526","18","15","test","","","","","15.2","783.86","6418.43","134","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299397","IL2021-19404","21-19404","plot","309503","SI_Urb_22-527","1","1","527","18","14","test","","","","","15.3","772.96","6487.99","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301218","IL2021-34113","21-34113","plot","309756","SI_Urb_22-528","1","1","528","18","13","test","","","","","14.5","778.75","6748.26","132","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300041","IL2021-19504","21-19504","plot","309264","SI_Urb_22-529","1","1","529","18","12","test","","","","","15.5","773.47","6105.01","133","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272045","2020-4951","IL2020-4951","plot","310553","SI_Urb_22-53","1","1","53","2","8","test","","","","","11.9","763.35","6204.64","135","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299447","IL2021-45951","21-45951","plot","310076","SI_Urb_22-530","1","1","530","18","11","test","","","","","14.8","790.64","5957.29","134","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299231","IL2021-46051","21-46051","plot","310472","SI_Urb_22-531","1","1","531","18","10","test","","","","","15.2","779.92","6255.39","132","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300933","IL2021-46044","21-46044","plot","309310","SI_Urb_22-532","1","1","532","18","9","test","","","","","14.8","789.33","6440.08","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301093","IL2021-46035","21-46035","plot","309798","SI_Urb_22-533","1","1","533","18","8","test","","","","","14.1","793.27","7118.82","134","106.68",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300023","IL2021-45561","21-45561","plot","310063","SI_Urb_22-534","1","1","534","18","7","test","","","","","15.1","760.64","6314.31","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300403","IL2021-45979","21-45979","plot","309289","SI_Urb_22-535","1","1","535","18","6","test","","","","","15","797.74","6218.54","135","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300915","IL2021-45914","21-45914","plot","309219","SI_Urb_22-536","1","1","536","18","5","test","","","","","14.5","763.12","5883.1","135","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299264","IL2021-46249","21-46249","plot","310401","SI_Urb_22-537","1","1","537","18","4","test","","","","","14.7","753.16","5886.6","136","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300648","IL2021-45214","21-45214","plot","309948","SI_Urb_22-538","1","1","538","18","3","test","","","","","14.9","790.26","6053.63","132","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299860","IL2021-46132","21-46132","plot","309325","SI_Urb_22-539","1","1","539","18","2","test","","","","","15","776.78","6063.72","132","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272052","2020-5056","IL2020-5056","plot","309775","SI_Urb_22-54","1","1","54","2","7","test","","","","","11.6","778.39","5554.88","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299449","IL2021-46033","21-46033","plot","309442","SI_Urb_22-540","1","1","540","18","1","test","","","","","15.2","769.42","5568.93","135","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300919","IL2021-46428","21-46428","plot","310265","SI_Urb_22-541","1","1","541","19","1","test","","","","","15.2","782.55","6178.16","135","88.9",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299583","IL2021-46002","21-46002","plot","310055","SI_Urb_22-542","1","1","542","19","2","test","","","","","14.8","767.11","5440.01","134","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300138","IL2021-46007","21-46007","plot","309994","SI_Urb_22-543","1","1","543","19","3","test","","","","","14.8","772.34","5922.81","135","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300747","IL2021-45928","21-45928","plot","310449","SI_Urb_22-544","1","1","544","19","4","test","","","","","14.7","779.27","6715.21","135","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300885","IL2021-46242","21-46242","plot","309781","SI_Urb_22-545","1","1","545","19","5","test","","","","","15.3","761.13","5708.06","135","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301105","IL2021-35909","21-35909","plot","309494","SI_Urb_22-546","1","1","546","19","6","test","","","","","15.7","783.23","5519.03","135","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299919","IL2021-9509","21-9509","plot","309683","SI_Urb_22-547","1","1","547","19","7","test","","","","","15","787.26","5496.05","133","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299944","IL2021-9529","21-9529","plot","310391","SI_Urb_22-548","1","1","548","19","8","test","","","","","14.6","788.79","6835.42","134","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299685","IL2021-11217","21-11217","plot","310090","SI_Urb_22-549","1","1","549","19","9","test","","","","","14.9","804.65","6053.63","133","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272069","2020-5238","IL2020-5238","plot","309714","SI_Urb_22-55","1","1","55","2","6","test","","","","","11.7","789.36","6031.09","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301273","IL2021-3563","21-3563","plot","309782","SI_Urb_22-550","1","1","550","19","10","test","","","","","14.7","774.05","5843.44","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300168","IL2021-36737","21-36737","plot","310156","SI_Urb_22-551","1","1","551","19","11","test","","","","","14.4","793.45","6903.4","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301240","IL2021-36742","21-36742","plot","310011","SI_Urb_22-552","1","1","552","19","12","test","","","","","14.7","788.41","7164.04","134","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300147","IL2021-36658","21-36658","plot","309128","SI_Urb_22-553","1","1","553","19","13","test","","","","","14.7","793.63","6508.06","133","99.06",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300573","IL2021-45962","21-45962","plot","310226","SI_Urb_22-554","1","1","554","19","14","test","","","","","14.8","798.48","6724.58","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300161","IL2021-11869","21-11869","plot","310407","SI_Urb_22-555","1","1","555","19","15","test","","","","","14.8","789.33","6888.39","134","106.68",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301102","IL2021-46245","21-46245","plot","310149","SI_Urb_22-556","1","1","556","19","16","test","","","","","15","745.34","5822.89","136","91.44",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300024","IL2021-11107","21-11107","plot","309370","SI_Urb_22-557","1","1","557","19","17","test","","","","","14.7","763.6","6628.9","136","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300060","IL2021-11830","21-11830","plot","310229","SI_Urb_22-558","1","1","558","19","18","test","","","","","14.9","794.18","5562.8","133","104.14",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301059","IL2021-46237","21-46237","plot","309395","SI_Urb_22-559","1","1","559","19","19","test","","","","","14.6","752.28","6299.65","135","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272071","2020-5250","IL2020-5250","plot","309755","SI_Urb_22-56","1","1","56","2","5","test","","","","","11.7","790.62","6004.28","134","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299309","IL2021-26303","21-26303","plot","309225","SI_Urb_22-560","1","1","560","19","20","test","","","","","15.2","793.05","5586.09","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300797","IL2021-17373","21-17373","plot","310403","SI_Urb_22-561","1","1","561","19","21","test","","","","","14.7","784.49","6482.16","134","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","301215","IL2021-26330","21-26330","plot","309768","SI_Urb_22-562","1","1","562","19","22","test","","","","","14.8","795.86","6345.25","134","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299648","IL2021-33557","21-33557","plot","310538","SI_Urb_22-563","1","1","563","19","23","test","","","","","15.2","795.68","5740.54","133","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299215","IL2021-33409","21-33409","plot","309742","SI_Urb_22-564","1","1","564","19","24","test","","","","","14.6","753.58","6852.71","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300268","IL2021-16676","21-16676","plot","310314","SI_Urb_22-565","1","1","565","19","25","test","","","","","14.8","773.65","6931.49","133","101.6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300297","IL2021-34018","21-34018","plot","309741","SI_Urb_22-566","1","1","566","19","26","test","","","","","14.8","788.02","6052.12","133","104.14",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300249","IL2021-39812","21-39812","plot","310548","SI_Urb_22-567","1","1","567","19","27","test","","","","","15","796.43","5960.51","133","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300757","IL2021-39857","21-39857","plot","310222","SI_Urb_22-568","1","1","568","19","28","test","","","","","15.2","799.62","6212.49","135","104.14",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300834","IL2021-47149","21-47149","plot","309144","SI_Urb_22-569","1","1","569","19","29","test","","","","","14.9","794.18","6768.36","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","272072","2020-5258","IL2020-5258","plot","309373","SI_Urb_22-57","1","1","57","2","4","test","","","","","11.5","788.83","5991.02","134","96.52",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","299390","IL2021-47168","21-47168","plot","309856","SI_Urb_22-570","1","1","570","19","30","test","","","","","15.4","800.19","5478.75","135","93.98",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1358","SI_Urb_22","Small increase of primarily stage 1 breeding lines","greenhouse","1.09728","4.572","","","","2021-October-01","","26","Urbana, IL","300370","IL2021-43872","21-43872","plot","309806","SI_Urb_22-571","1","1","571","20","30","test","","","","","14.7","783.18","5869.34","133","91.44",""
